mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.016801929473876952,0.0011685435220912552,0.0009984016418457032,2.452816228792512e-06,0.01,{'C': 0.01},0.6560163154316792,0.7015635622025833,0.673469387755102,0.636734693877551,0.6877551020408164,0.6711078122615464,0.022888977890171393,5
0.020114850997924805,0.0004742721088286511,0.000999307632446289,5.431759210929162e-06,0.1,{'C': 0.1},0.6947654656696125,0.743031951053705,0.6659863945578232,0.7136054421768707,0.8115646258503402,0.7257907758616703,0.049683050865542734,4
0.02542271614074707,0.0008508479290798891,0.0010015487670898438,5.344831950836965e-06,1.0,{'C': 1},0.7192386131883073,0.7491502379333786,0.6761904761904762,0.7210884353741497,0.8326530612244898,0.7396641647821603,0.052015556268830594,3
0.03243436813354492,0.0019520483481392636,0.0011992454528808594,0.0003954376082325882,10.0,{'C': 10},0.7477906186267845,0.7545887151597552,0.689795918367347,0.7408163265306122,0.845578231292517,0.7557139619954032,0.050411824932399485,2
0.04100193977355957,0.0014202636709402642,0.0015973091125488282,0.0004900120860805464,100.0,{'C': 100},0.7579877634262406,0.7511896668932699,0.7020408163265306,0.7476190476190476,0.8496598639455782,0.7616994316421334,0.04820513848676896,1
