mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.017002677917480467,0.000635812163473202,0.0012032032012939454,0.00040311663884322807,0.01,{'C': 0.01},0.6560163154316792,0.7015635622025833,0.673469387755102,0.636734693877551,0.6877551020408164,0.6711078122615464,0.022888977890171393,5
0.020557737350463866,0.0007136257131073139,0.0010020732879638672,6.229982856971575e-06,0.1,{'C': 0.1},0.6947654656696125,0.743031951053705,0.6659863945578232,0.7136054421768707,0.8115646258503402,0.7257907758616703,0.049683050865542734,4
0.025515222549438478,0.00088089998370129,0.0009967803955078125,5.908549240511909e-06,1.0,{'C': 1},0.7192386131883073,0.7491502379333786,0.6761904761904762,0.7210884353741497,0.8326530612244898,0.7396641647821603,0.052015556268830594,3
0.03233838081359863,0.0009247786410875126,0.0010028839111328124,5.0477216712263945e-06,10.0,{'C': 10},0.7477906186267845,0.7545887151597552,0.689795918367347,0.7408163265306122,0.845578231292517,0.7557139619954032,0.050411824932399485,2
0.044415283203125,0.0025725444646857772,0.0011997699737548828,0.0004004201075428803,100.0,{'C': 100},0.7579877634262406,0.7511896668932699,0.7020408163265306,0.7476190476190476,0.8496598639455782,0.7616994316421334,0.04820513848676896,1
